Quarter,Percentage Change,index
Q1 1960,,^BSESN
Q2 1960,,^BSESN
Q3 1960,,^BSESN
Q4 1960,,^BSESN
Q1 1961,-0.0029682725724328174,^BSESN
Q2 1961,-0.0029682725724328174,^BSESN
Q3 1961,-0.0029682725724328174,^BSESN
Q4 1961,-0.0029682725724328174,^BSESN
Q1 1962,-0.10768663463664485,^BSESN
Q2 1962,-0.10768663463664485,^BSESN
Q3 1962,-0.10768663463664485,^BSESN
Q4 1962,-0.10768663463664485,^BSESN
Q1 1963,0.07960318396562593,^BSESN
Q2 1963,0.07960318396562593,^BSESN
Q3 1963,0.07960318396562593,^BSESN
Q4 1963,0.07960318396562593,^BSESN
Q1 1964,-0.08621756601565345,^BSESN
Q2 1964,-0.08621756601565345,^BSESN
Q3 1964,-0.08621756601565345,^BSESN
Q4 1964,-0.08621756601565345,^BSESN
Q1 1965,0.061767041969639,^BSESN
Q2 1965,0.061767041969639,^BSESN
Q3 1965,0.061767041969639,^BSESN
Q4 1965,0.061767041969639,^BSESN
Q1 1966,0.0342500375846746,^BSESN
Q2 1966,0.0342500375846746,^BSESN
Q3 1966,0.0342500375846746,^BSESN
Q4 1966,0.0342500375846746,^BSESN
Q1 1967,0.035095188014854006,^BSESN
Q2 1967,0.035095188014854006,^BSESN
Q3 1967,0.035095188014854006,^BSESN
Q4 1967,0.035095188014854006,^BSESN
Q1 1968,0.011725332332683358,^BSESN
Q2 1968,0.011725332332683358,^BSESN
Q3 1968,0.011725332332683358,^BSESN
Q4 1968,0.011725332332683358,^BSESN
Q1 1969,0.1168350776730398,^BSESN
Q2 1969,0.1168350776730398,^BSESN
Q3 1969,0.1168350776730398,^BSESN
Q4 1969,0.1168350776730398,^BSESN
Q1 1970,0.028185522622011128,^BSESN
Q2 1970,0.028185522622011128,^BSESN
Q3 1970,0.028185522622011128,^BSESN
Q4 1970,0.028185522622011128,^BSESN
Q1 1971,0.054111898976779704,^BSESN
Q2 1971,0.054111898976779704,^BSESN
Q3 1971,0.054111898976779704,^BSESN
Q4 1971,0.054111898976779704,^BSESN
Q1 1972,-0.00700256268661259,^BSESN
Q2 1972,-0.00700256268661259,^BSESN
Q3 1972,-0.00700256268661259,^BSESN
Q4 1972,-0.00700256268661259,^BSESN
Q1 1973,-0.018955317582043607,^BSESN
Q2 1973,-0.018955317582043607,^BSESN
Q3 1973,-0.018955317582043607,^BSESN
Q4 1973,-0.018955317582043607,^BSESN
Q1 1974,0.04898641935340642,^BSESN
Q2 1974,0.04898641935340642,^BSESN
Q3 1974,0.04898641935340642,^BSESN
Q4 1974,0.04898641935340642,^BSESN
Q1 1975,0.01461213369053782,^BSESN
Q2 1975,0.01461213369053782,^BSESN
Q3 1975,0.01461213369053782,^BSESN
Q4 1975,0.01461213369053782,^BSESN
Q1 1976,0.26531037271588565,^BSESN
Q2 1976,0.26531037271588565,^BSESN
Q3 1976,0.26531037271588565,^BSESN
Q4 1976,0.26531037271588565,^BSESN
Q1 1977,0.14937013777273145,^BSESN
Q2 1977,0.14937013777273145,^BSESN
Q3 1977,0.14937013777273145,^BSESN
Q4 1977,0.14937013777273145,^BSESN
Q1 1978,0.07167702578055324,^BSESN
Q2 1978,0.07167702578055324,^BSESN
Q3 1978,0.07167702578055324,^BSESN
Q4 1978,0.07167702578055324,^BSESN
Q1 1979,0.03703238859168767,^BSESN
Q2 1979,0.03703238859168767,^BSESN
Q3 1979,0.03703238859168767,^BSESN
Q4 1979,0.03703238859168767,^BSESN
Q1 1980,-0.016856652026540075,^BSESN
Q2 1980,-0.016856652026540075,^BSESN
Q3 1980,-0.016856652026540075,^BSESN
Q4 1980,-0.016856652026540075,^BSESN
Q1 1981,-0.09330829187029943,^BSESN
Q2 1981,-0.09330829187029943,^BSESN
Q3 1981,-0.09330829187029943,^BSESN
Q4 1981,-0.09330829187029943,^BSESN
Q1 1982,-0.02076040271608537,^BSESN
Q2 1982,-0.02076040271608537,^BSESN
Q3 1982,-0.02076040271608537,^BSESN
Q4 1982,-0.02076040271608537,^BSESN
Q1 1983,0.034243818164138684,^BSESN
Q2 1983,0.034243818164138684,^BSESN
Q3 1983,0.034243818164138684,^BSESN
