Quarter,Value,index,Percentage Change
Q1 1961,1.84,^FCHI,-0.203463203
Q2 1961,2.07,^FCHI,0.125
Q3 1961,3.1,^FCHI,0.497584541
Q4 1961,4.58,^FCHI,0.477419355
Q1 1962,5.62,^FCHI,0.227074236
Q2 1962,6.47,^FCHI,0.151245552
Q3 1962,4.65,^FCHI,-0.2812983
Q4 1962,4.38,^FCHI,-0.058064516
Q1 1963,4.54,^FCHI,0.03652968
Q2 1963,4.89,^FCHI,0.077092511
Q3 1963,5.66,^FCHI,0.157464213
Q4 1963,4.68,^FCHI,-0.173144876
Q1 1964,3.86,^FCHI,-0.175213675
Q2 1964,2.95,^FCHI,-0.235751295
Q3 1964,2.63,^FCHI,-0.108474576
Q4 1964,2.33,^FCHI,-0.114068441
Q1 1965,2.6,^FCHI,0.115879828
Q2 1965,3.05,^FCHI,0.173076923
Q3 1965,2.29,^FCHI,-0.249180328
Q4 1965,2.64,^FCHI,0.152838428
Q1 1966,2.81,^FCHI,0.064393939
Q2 1966,2.42,^FCHI,-0.138790036
Q3 1966,2.78,^FCHI,0.148760331
Q4 1966,2.84,^FCHI,0.021582734
Q1 1967,2.56,^FCHI,-0.098591549
Q2 1967,2.36,^FCHI,-0.078125
Q3 1967,3.05,^FCHI,0.292372881
Q4 1967,3.97,^FCHI,0.301639344
Q1 1968,3.95,^FCHI,-0.005037783
Q2 1968,4.53,^FCHI,0.146835443
Q3 1968,5.58,^FCHI,0.231788079
Q4 1968,5.39,^FCHI,-0.034050179
Q1 1969,6.28,^FCHI,0.165120594
Q2 1969,6.55,^FCHI,0.042993631
Q3 1969,5.68,^FCHI,-0.132824427
Q4 1969,5.59,^FCHI,-0.01584507
Q1 1970,5.45,^FCHI,-0.025044723
Q2 1970,5.2,^FCHI,-0.04587156
Q3 1970,5.02,^FCHI,-0.034615385
Q4 1970,4.7,^FCHI,-0.06374502
Q1 1971,5.05,^FCHI,0.074468085
Q2 1971,5.6,^FCHI,0.108910891
Q3 1971,5.83,^FCHI,0.041071429
Q4 1971,5.66,^FCHI,-0.02915952
Q1 1972,5.58,^FCHI,-0.014134276
Q2 1972,5.97,^FCHI,0.069892473
Q3 1972,6.63,^FCHI,0.110552764
Q4 1972,6.65,^FCHI,0.003016591
Q1 1973,6.74,^FCHI,0.013533835
Q2 1973,7.42,^FCHI,0.100890208
Q3 1973,8.06,^FCHI,0.086253369
Q4 1973,10.3,^FCHI,0.277915633
Q1 1974,13.23,^FCHI,0.284466019
Q2 1974,14.39,^FCHI,0.087679516
Q3 1974,14.91,^FCHI,0.036136206
Q4 1974,14.52,^FCHI,-0.026156942
Q1 1975,12.66,^FCHI,-0.128099174
Q2 1975,11.13,^FCHI,-0.120853081
Q3 1975,10.23,^FCHI,-0.080862534
Q4 1975,9.6,^FCHI,-0.061583578
Q1 1976,9.57,^FCHI,-0.003125
Q2 1976,9.42,^FCHI,-0.015673981
Q3 1976,9.92,^FCHI,0.053078556
Q4 1976,9.01,^FCHI,-0.091733871
Q1 1977,9.52,^FCHI,0.056603774
Q2 1977,10.11,^FCHI,0.06197479
Q3 1977,9.55,^FCHI,-0.055390702
Q4 1977,9.18,^FCHI,-0.038743455
Q1 1978,8.97,^FCHI,-0.022875817
Q2 1978,9.34,^FCHI,0.041248606
