Quarter,Percentage Change,index
Q1 1970,0,^SSMI
Q2 1970,-0.005514461,^SSMI
Q3 1970,0.032392776,^SSMI
Q4 1970,0.001975289,^SSMI
Q1 1971,0.069273725,^SSMI
Q2 1971,-0.002559846,^SSMI
Q3 1971,0.044682144,^SSMI
Q4 1971,0.018870718,^SSMI
Q1 1972,0.040954911,^SSMI
Q2 1972,0.062632721,^SSMI
Q3 1972,0.046509882,^SSMI
Q4 1972,0.05052117,^SSMI
Q1 1973,0.074632045,^SSMI
Q2 1973,-0.008018021,^SSMI
Q3 1973,0.020963589,^SSMI
Q4 1973,-0.014241991,^SSMI
Q1 1974,-0.004544587,^SSMI
Q2 1974,0.002333275,^SSMI
Q3 1974,0.007230664,^SSMI
Q4 1974,-0.007215692,^SSMI
Q1 1975,-0.037475419,^SSMI
Q2 1975,-0.012595321,^SSMI
Q3 1975,-0.009898332,^SSMI
Q4 1975,-0.004532669,^SSMI
Q1 1976,-0.022454474,^SSMI
Q2 1976,0.005342798,^SSMI
Q3 1976,-0.010839537,^SSMI
Q4 1976,0.030560727,^SSMI
Q1 1977,-0.000543703,^SSMI
Q2 1977,0.009454811,^SSMI
Q3 1977,0.021354051,^SSMI
Q4 1977,-0.003209788,^SSMI
Q1 1978,-0.010782451,^SSMI
Q2 1978,0.024988295,^SSMI
Q3 1978,0.017336734,^SSMI
Q4 1978,0.030570627,^SSMI
Q1 1979,0.012793448,^SSMI
Q2 1979,0.000291918,^SSMI
Q3 1979,0.039924738,^SSMI
Q4 1979,0.03014541,^SSMI
Q1 1980,0.040953266,^SSMI
Q2 1980,-0.016360777,^SSMI
Q3 1980,0.022049626,^SSMI
Q4 1980,0.018833802,^SSMI
Q1 1981,0.041590465,^SSMI
Q2 1981,0.028562145,^SSMI
Q3 1981,0.00763156,^SSMI
Q4 1981,0.016470022,^SSMI
Q1 1982,0.025247347,^SSMI
Q2 1982,-0.008913114,^SSMI
Q3 1982,0.007083659,^SSMI
Q4 1982,0.014840112,^SSMI
Q1 1983,0.003365182,^SSMI
Q2 1983,0.015407143,^SSMI
Q3 1983,0.026682728,^SSMI
Q4 1983,0.013893407,^SSMI
Q1 1984,0.014980787,^SSMI
Q2 1984,0.022062773,^SSMI
