"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-02",100.5321,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-03",100.4111,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-04",100.3466,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-05",100.428,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-06",100.6973,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-07",100.9231,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-08",100.7651,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-09",99.983,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-10",99.02789,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-11",98.52253,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2000-12",98.91425,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-01",99.67814,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-02",100.0829,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-03",99.58415,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-04",98.57758,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-05",97.59512,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-06",97.00954,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-07",96.71483,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-08",96.56696,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-09",96.53399,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-10",96.69926,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-11",97.29433,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2001-12",98.53374,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-01",100.0199,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-02",101.2399,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-03",101.8155,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-04",102.0195,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-05",102.1999,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-06",102.576,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-07",103.0576,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-08",103.4487,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-09",103.5434,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-10",103.3142,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-11",102.6726,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2002-12",101.5534,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-01",100.4116,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-02",99.89513,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-03",100.5393,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-04",101.837,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-05",103.1855,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-06",104.1808,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-07",104.86,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-08",105.2856,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-09",105.4442,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-10",105.4,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-11",105.1362,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2003-12",104.5995,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-01",103.9631,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-02",103.4408,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-03",103.1995,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-04",103.1586,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-05",103.2304,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-06",103.3619,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-07",103.4626,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-08",103.4175,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-09",103.1316,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-10",102.7191,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-11",102.3556,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2004-12",102.2566,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-01",102.6068,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-02",103.225,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-03",103.8218,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-04",103.2075,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-05",101.6469,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-06",100.4321,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-07",100.144,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-08",100.8258,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-09",101.75,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-10",102.0387,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-11",101.9098,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2005-12",101.5202,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-01",101.0944,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-02",101.488,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-03",102.7039,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-04",103.4981,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-05",102.9421,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-06",102.0594,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-07",101.5163,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-08",101.8978,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-09",102.774,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-10",102.927,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-11",102.8598,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2006-12",102.6468,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-01",102.5219,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-02",102.6574,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-03",103.5495,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-04",104.1465,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-05",103.5607,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-06",102.6422,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-07",102.0471,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-08",102.1137,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-09",102.4167,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-10",102.3076,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-11",102.4354,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2007-12",102.3374,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-01",102.222,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-02",102.979,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-03",104.2994,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-04",104.2648,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-05",102.3678,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-06",100.2411,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-07",98.43286,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-08",97.40457,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-09",96.21439,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-10",93.54538,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-11",91.3263,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2008-12",91.67124,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-01",94.06376,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-02",97.09531,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-03",99.63198,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-04",100.9949,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-05",101.3749,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-06",101.4249,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-07",101.5323,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-08",101.856,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-09",102.3055,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-10",102.8251,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-11",103.2052,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2009-12",103.343,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-01",102.8637,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-02",102.1966,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-03",102.3614,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-04",102.3351,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-05",101.5795,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-06",100.5877,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-07",100.077,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-08",100.4188,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-09",101.3675,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-10",102.1527,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-11",102.354,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2010-12",101.8966,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-01",101.2842,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-02",100.9281,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-03",100.8911,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-04",100.6363,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-05",100.1055,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-06",99.54021,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-07",99.23102,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-08",99.128,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-09",98.97628,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-10",98.59267,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-11",98.27788,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2011-12",98.50552,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-01",99.02168,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-02",99.74578,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-03",100.428,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-04",100.3592,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-05",99.51189,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-06",98.7823,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-07",98.32053,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-08",98.08636,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-09",98.22431,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-10",98.51642,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-11",98.76523,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2012-12",98.8489,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-01",98.81963,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-02",98.81996,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-03",98.93851,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-04",98.9491,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-05",98.88677,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-06",98.77673,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-07",98.87029,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-08",99.14724,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-09",99.39596,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-10",99.54406,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-11",99.49653,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2013-12",99.24802,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-01",98.9304,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-02",98.71404,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-03",98.69138,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-04",98.83282,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-05",99.09627,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-06",99.37241,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-07",99.56857,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-08",99.50616,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-09",99.33225,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-10",99.06101,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-11",98.74768,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2014-12",98.49938,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-01",98.35442,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-02",98.3569,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-03",98.44131,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-04",98.51688,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-05",98.55669,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-06",98.5222,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-07",98.41022,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-08",98.28738,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-09",98.2285,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-10",98.17902,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-11",98.10063,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2015-12",98.02083,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-01",97.93766,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-02",97.98629,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-03",98.26181,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-04",98.42332,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-05",98.46016,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-06",98.44351,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-07",98.48968,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-08",98.68981,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-09",98.97702,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-10",99.36024,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-11",99.63703,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2016-12",99.70486,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-01",99.71832,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-02",99.76088,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-03",99.74461,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-04",99.62808,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-05",99.60622,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-06",99.706,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-07",99.8083,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-08",99.98218,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-09",100.1221,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-10",100.0346,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-11",99.90589,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2017-12",99.69489,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-01",99.43562,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-02",99.27464,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-03",99.46975,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-04",99.68299,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-05",99.8272,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-06",99.76596,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-07",99.60345,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-08",99.39845,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-09",99.06641,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-10",98.67123,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-11",98.32333,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2018-12",98.05389,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-01",97.98921,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-02",98.09924,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-03",98.34909,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-04",98.32854,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-05",98.13076,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-06",98.02558,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-07",98.04964,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-08",98.11153,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-09",98.22823,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-10",98.2895,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-11",98.20168,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2019-12",97.39238,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-01",95.67952,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-02",94.08068,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-03",96.35233,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-04",98.17494,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-05",99.03121,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-06",99.34181,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-07",99.43546,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-08",99.49876,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-09",99.65617,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-10",99.81992,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-11",99.96659,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2020-12",99.8866,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-01",99.6452,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-02",99.48879,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-03",99.56552,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-04",99.47404,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-05",99.31522,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-06",99.08926,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-07",98.76761,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-08",98.43214,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-09",98.16279,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-10",98.11256,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-11",98.34285,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2021-12",98.52641,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-01",98.49841,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-02",98.24637,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-03",97.76469,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-04",97.39342,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-05",97.69225,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-06",97.98885,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-07",97.98978,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-08",98.00479,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-09",97.90416,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-10",97.45094,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-11",97.00923,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2022-12",97.21614,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-01",98.38177,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-02",99.41418,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-03",99.34489,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-04",98.46673,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-05",97.79539,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-06",97.60381,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-07",97.74619,
"CHN","BCI","AMPLITUD","LTRENDIDX","M","2023-08",98.02328,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-06",101.0834,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-07",100.4754,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-08",99.88789,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-09",99.36232,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-10",98.94153,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-11",98.58787,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1974-12",98.26801,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-01",97.97063,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-02",97.69024,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-03",97.43801,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-04",97.23574,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-05",97.0815,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-06",96.99229,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-07",96.99866,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-08",97.0742,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-09",97.20762,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-10",97.40557,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-11",97.63761,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1975-12",97.87885,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-01",98.11842,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-02",98.35883,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-03",98.60922,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-04",98.87778,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-05",99.15416,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-06",99.42216,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-07",99.66445,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-08",99.87576,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-09",100.0373,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-10",100.1222,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-11",100.1506,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1976-12",100.1305,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-01",100.0547,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-02",99.94642,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-03",99.82275,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-04",99.68955,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-05",99.55245,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-06",99.41549,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-07",99.28362,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-08",99.16511,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-09",99.07822,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-10",99.0445,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-11",99.05047,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1977-12",99.09032,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-01",99.16893,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-02",99.271,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-03",99.38754,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-04",99.51891,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-05",99.66335,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-06",99.82467,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-07",100.007,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-08",100.1925,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-09",100.3572,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-10",100.4832,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-11",100.5926,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1978-12",100.715,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-01",100.8727,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-02",101.0521,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-03",101.2346,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-04",101.4063,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-05",101.5636,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-06",101.6998,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-07",101.804,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-08",101.8832,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-09",101.9367,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-10",101.9566,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-11",101.9528,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1979-12",101.9304,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-01",101.89,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-02",101.8468,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-03",101.8167,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-04",101.8063,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-05",101.788,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-06",101.7161,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-07",101.5493,
"JPN","BCI","AMPLITUD","LTRENDIDX","M","1980-08",101.327,
