Date,Value,YOY (%)
2023-09-01,83.07,3.51
2023-08-01,82.81,4.15
2023-07-01,82.16,3.23
2023-06-01,82.23,5.30
2023-05-01,82.30,6.48
2023-04-01,81.97,7.61
2023-03-01,82.27,7.98
2023-02-01,82.60,10.18
2023-01-01,81.74,9.85
2022-12-01,82.47,9.39
2022-11-01,81.68,9.67
2022-10-01,82.29,9.84
2022-09-01,80.25,8.98
2022-08-01,79.51,7.27
2022-07-01,79.59,6.77
2022-06-01,78.09,6.13
2022-05-01,77.29,5.57
2022-04-01,76.17,2.21
2022-03-01,76.19,4.63
2022-02-01,74.97,2.97
2022-01-01,74.41,1.78
2021-12-01,75.39,2.40
2021-11-01,74.48,0.34
2021-10-01,74.92,1.85
2021-09-01,73.64,0.16
2021-08-01,74.12,-0.60
2021-07-01,74.54,-0.52
2021-06-01,73.58,-2.81
2021-05-01,73.21,-3.24
2021-04-01,74.52,-2.17
2021-03-01,72.82,-2.32
2021-02-01,72.81,1.79
2021-01-01,73.11,2.57
2020-12-01,73.62,3.46
2020-11-01,74.23,3.83
2020-10-01,73.56,3.59
2020-09-01,73.52,3.10
2020-08-01,74.57,4.75
2020-07-01,74.93,9.00
2020-06-01,75.71,9.11
2020-05-01,75.66,8.43
2020-04-01,76.17,9.74
2020-03-01,74.55,7.28
2020-02-01,71.53,0.51
2020-01-01,71.28,0.81
2019-12-01,71.16,0.47
2019-11-01,71.49,-0.35
2019-10-01,71.01,-3.47
2019-09-01,71.31,-1.34
2019-08-01,71.19,2.24
2019-07-01,68.74,0.07
2019-06-01,69.39,2.36
2019-05-01,69.78,3.36
2019-04-01,69.41,5.70
2019-03-01,69.49,6.83
2019-02-01,71.17,10.46
2019-01-01,70.71,11.09
2018-12-01,70.83,10.26
2018-11-01,71.74,10.64
2018-10-01,73.56,13.10
2018-09-01,72.28,12.10
2018-08-01,69.63,8.85
2018-07-01,68.69,6.63
2018-06-01,67.79,5.18
2018-05-01,67.51,4.80
2018-04-01,65.67,1.75
2018-03-01,65.05,-1.14
2018-02-01,64.43,-3.79
2018-01-01,63.65,-6.47
2017-12-01,64.24,-5.26
2017-11-01,64.84,-4.14
2017-10-01,65.04,-2.55
2017-09-01,64.48,-3.34
2017-08-01,63.97,-4.38
2017-07-01,64.42,-4.08
2017-06-01,64.45,-4.19
2017-05-01,64.42,-3.69
2017-04-01,64.54,-2.83
2017-03-01,65.80,-1.63
2017-02-01,66.97,-1.86
2017-01-01,68.05,1.07
2016-12-01,67.81,1.97
2016-11-01,67.64,2.33
2016-10-01,66.74,2.63
2016-09-01,66.71,0.82
2016-08-01,66.90,2.76
2016-07-01,67.16,5.60
2016-06-01,67.27,5.47
2016-05-01,66.89,4.97
2016-04-01,66.42,6.03
2016-03-01,66.89,7.06
2016-02-01,68.24,10.08
2016-01-01,67.33,8.37
2015-12-01,66.50,6.04
2015-11-01,66.10,7.17
2015-10-01,65.03,5.96
2015-09-01,66.17,8.65
2015-08-01,65.10,6.95
2015-07-01,63.60,5.82
2015-06-01,63.78,6.76
2015-05-01,63.72,7.49
2015-04-01,62.64,3.79
2015-03-01,62.48,2.51
2015-02-01,61.99,-0.27
2015-01-01,62.13,0.03
2014-12-01,62.71,1.46
2014-11-01,61.68,-1.34
2014-10-01,61.37,-0.39
2014-09-01,60.90,-4.32
2014-08-01,60.87,-3.09
2014-07-01,60.10,0.57
2014-06-01,59.74,2.33
2014-05-01,59.28,7.82
2014-04-01,60.35,11.10
2014-03-01,60.95,12.00
2014-02-01,62.16,15.52
2014-01-01,62.11,14.53
2013-12-01,61.81,13.10
2013-11-01,62.52,14.13
2013-10-01,61.61,16.03
2013-09-01,63.65,17.11
2013-08-01,62.81,13.19
2013-07-01,59.76,7.83
2013-06-01,58.38,4.36
2013-05-01,54.98,1.20
2013-04-01,54.32,5.09
2013-03-01,54.42,8.06
2013-02-01,53.81,9.41
2013-01-01,54.23,6.33
2012-12-01,54.65,4.33
2012-11-01,54.78,8.09
