Date,Value,YOY (%)
2023-09-01,0.77,220.83
2023-08-01,0.64,190.91
2023-07-01,0.60,233.33
2023-06-01,0.40,73.91
2023-05-01,0.43,79.17
2023-04-01,0.39,77.27
2023-03-01,0.32,52.38
2023-02-01,0.50,177.78
2023-01-01,0.49,188.24
2022-12-01,0.41,485.71
2022-11-01,0.25,400.00
2022-10-01,0.25,150.00
2022-09-01,0.24,242.86
2022-08-01,0.22,1000.00
2022-07-01,0.18,800.00
2022-06-01,0.23,360.00
2022-05-01,0.24,200.00
2022-04-01,0.22,144.44
2022-03-01,0.21,75.00
2022-02-01,0.18,20.00
2022-01-01,0.17,183.33
2021-12-01,0.07,250.00
2021-11-01,0.05,66.67
2021-10-01,0.10,150.00
2021-09-01,0.07,250.00
2021-08-01,0.02,-60.00
2021-07-01,0.02,100.00
2021-06-01,0.05,66.67
2021-05-01,0.08,300.00
2021-04-01,0.09,325.00
2021-03-01,0.12,1100.00
2021-02-01,0.15,193.75
2021-01-01,0.06,185.71
2020-12-01,0.02,166.67
2020-11-01,0.03,137.50
2020-10-01,0.04,126.67
2020-09-01,0.02,109.09
2020-08-01,0.05,117.86
2020-07-01,0.01,106.25
2020-06-01,0.03,117.65
2020-04-01,-0.04,20.00
2020-03-01,0.01,110.00
2020-02-01,-0.16,-700.00
2020-01-01,-0.07,-600.00
2019-12-01,-0.03,-200.00
2019-11-01,-0.08,-188.89
2019-10-01,-0.15,-215.38
2019-09-01,-0.22,-269.23
2019-08-01,-0.28,-354.55
2019-07-01,-0.16,-366.67
2019-06-01,-0.17,-666.67
2019-05-01,-0.10,-433.33
2019-04-01,-0.05,-200.00
2019-03-01,-0.10,-300.00
2019-02-01,-0.02,-140.00
2018-12-01,-0.01,-120.00
2018-11-01,0.09,125.00
2018-10-01,0.13,85.71
2018-09-01,0.13,116.67
2018-08-01,0.11,1000.00
2018-07-01,0.06,-25.00
2018-06-01,0.03,-62.50
2018-05-01,0.03,-25.00
2018-04-01,0.05,150.00
2018-03-01,0.05,-28.57
2018-02-01,0.05,0.00
2018-01-01,0.08,-11.11
2017-12-01,0.05,25.00
2017-11-01,0.04,100.00
2017-10-01,0.07,240.00
2017-09-01,0.06,166.67
2017-08-01,0.01,114.29
2017-07-01,0.08,140.00
2017-06-01,0.08,134.78
2017-05-01,0.04,133.33
2017-04-01,0.02,122.22
2017-03-01,0.07,240.00
2017-02-01,0.05,171.43
2017-01-01,0.09,-10.00
2016-12-01,0.04,-85.19
2016-11-01,0.02,-93.33
2016-10-01,-0.05,-116.67
2016-09-01,-0.09,-125.71
2016-08-01,-0.07,-118.42
2016-07-01,-0.20,-148.78
2016-06-01,-0.23,-150.00
2016-05-01,-0.12,-130.77
2016-04-01,-0.09,-126.47
2016-03-01,-0.05,-112.50
2016-02-01,-0.07,-121.21
2016-01-01,0.10,-64.29
2015-12-01,0.27,-18.18
2015-11-01,0.30,-28.57
2015-10-01,0.30,-36.17
2015-09-01,0.35,-30.00
2015-08-01,0.38,-22.45
2015-07-01,0.41,-22.64
2015-06-01,0.46,-14.81
2015-05-01,0.39,-31.58
2015-04-01,0.34,-44.26
2015-03-01,0.40,-34.43
2015-02-01,0.33,-44.07
2015-01-01,0.28,-54.10
2014-12-01,0.33,-52.17
2014-11-01,0.42,-31.15
2014-10-01,0.47,-20.34
2014-09-01,0.50,-25.37
2014-08-01,0.49,-30.99
2014-07-01,0.53,-32.91
2014-06-01,0.54,-34.15
2014-05-01,0.57,-35.23
2014-04-01,0.61,3.39
2014-03-01,0.61,24.49
2014-02-01,0.59,-11.94
2014-01-01,0.61,-21.79
2013-12-01,0.69,-11.54
2013-11-01,0.61,-14.08
2013-10-01,0.59,-22.37
2013-09-01,0.67,-11.84
2013-08-01,0.71,-11.25
2013-07-01,0.79,1.28
2013-06-01,0.82,3.80
2013-05-01,0.88,3.53
2013-04-01,0.59,-35.16
2013-03-01,0.49,-49.48
2013-02-01,0.67,-30.21
2013-01-01,0.78,-18.75
2012-12-01,0.78,-19.59
2012-11-01,0.71,-33.02
2012-10-01,0.76,-26.92
2012-09-01,0.76,-22.45
2012-08-01,0.80,-21.57
2012-07-01,0.78,-27.78
2012-06-01,0.79,-26.85
2012-05-01,0.85,-24.11
2012-04-01,0.91,-25.41
2012-03-01,0.97,-19.83
2012-02-01,0.96,-22.58
2012-01-01,0.96,-20.66
