Date,Value,YOY (%)
2023-09-01,3.70,-54.88
2023-08-01,3.67,-55.57
2023-07-01,3.18,-62.68
2023-06-01,2.97,-67.22
2023-05-01,4.05,-52.80
2023-04-01,4.93,-40.31
2023-03-01,4.98,-41.69
2023-02-01,6.04,-23.25
2023-01-01,6.41,-14.30
2022-12-01,6.45,-8.38
2022-11-01,7.11,4.41
2022-10-01,7.75,24.60
2022-09-01,8.20,52.13
2022-08-01,8.26,57.33
2022-07-01,8.52,58.66
2022-06-01,9.06,68.09
2022-05-01,8.58,71.94
2022-04-01,8.26,98.56
2022-03-01,8.54,225.95
2022-02-01,7.87,368.45
2022-01-01,7.48,434.29
2021-12-01,7.04,417.65
2021-11-01,6.81,482.05
2021-10-01,6.22,427.12
2021-09-01,5.39,293.43
2021-08-01,5.25,300.76
2021-07-01,5.37,442.42
2021-06-01,5.39,729.23
2021-05-01,4.99,4058.33
2021-04-01,4.16,1160.61
2021-03-01,2.62,70.13
2021-02-01,1.68,-27.90
2021-01-01,1.40,-43.78
2020-12-01,1.36,-40.61
2020-11-01,1.17,-42.93
2020-10-01,1.18,-32.95
2020-09-01,1.37,-19.88
2020-08-01,1.31,-25.14
2020-07-01,0.99,-45.30
2020-06-01,0.65,-60.61
2020-05-01,0.12,-93.30
2020-04-01,0.33,-83.50
2020-03-01,1.54,-17.20
2020-02-01,2.33,53.29
2020-01-01,2.49,60.65
2019-12-01,2.29,19.90
2019-11-01,2.05,-5.96
2019-10-01,1.76,-30.16
2019-09-01,1.71,-25.00
2019-08-01,1.75,-35.19
2019-07-01,1.81,-38.64
2019-06-01,1.65,-42.51
2019-05-01,1.79,-36.07
2019-04-01,2.00,-18.70
2019-03-01,1.86,-21.19
2019-02-01,1.52,-31.22
2019-01-01,1.55,-25.12
2018-12-01,1.91,-9.48
2018-11-01,2.18,-0.91
2018-10-01,2.52,23.53
2018-09-01,2.28,2.24
2018-08-01,2.70,39.18
2018-07-01,2.95,70.52
2018-06-01,2.87,76.07
2018-05-01,2.80,49.73
2018-04-01,2.46,11.82
2018-03-01,2.36,-0.84
2018-02-01,2.21,-19.34
2018-01-01,2.07,-17.20
2017-12-01,2.11,1.93
2017-11-01,2.20,30.18
2017-10-01,2.04,24.39
2017-09-01,2.23,52.74
2017-08-01,1.94,83.02
2017-07-01,1.73,108.43
2017-06-01,1.63,63.00
2017-05-01,1.87,83.33
2017-04-01,2.20,94.69
2017-03-01,2.38,180.00
2017-02-01,2.74,168.63
2017-01-01,2.50,82.48
