"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1972-08",101.57,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1972-09",101.67,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1972-10",101.72,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1972-11",103.5817,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1972-12",103.1751,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-01",102.7886,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-02",102.464,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-03",102.2451,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-04",102.0972,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-05",101.988,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-06",101.8978,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-07",101.7912,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-08",101.6228,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-09",101.3605,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-10",101.0697,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-11",100.8345,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1973-12",100.7085,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-01",100.6084,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-02",100.4121,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-03",100.0312,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-04",99.57882,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-05",99.21388,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-06",99.05648,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-07",99.01603,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-08",98.97319,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-09",98.84489,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-10",98.65174,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-11",98.43139,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1974-12",98.21686,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-01",98.04196,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-02",97.95792,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-03",98.01037,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-04",98.12538,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-05",98.2166,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-06",98.22964,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-07",98.2104,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-08",98.22754,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.32735,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.4521,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.52225,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1975-12",98.49369,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-01",98.4696,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-02",98.61841,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-03",99.08735,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-04",99.74302,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-05",100.4269,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-06",101.0243,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-07",101.5044,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-08",101.8055,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-09",101.8369,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-10",101.6594,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-11",101.2959,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.7498,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.2097,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-02",99.93742,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.1491,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.6295,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-05",101.1224,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-06",101.4525,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-07",101.6348,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-08",101.6966,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-09",101.6472,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-10",101.5678,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-11",101.5446,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1977-12",101.6315,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-01",101.757,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-02",101.8195,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-03",101.7438,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-04",101.601,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-05",101.4834,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-06",101.4461,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-07",101.424,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-08",101.3154,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-09",101.0509,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-10",100.7488,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-11",100.586,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1978-12",100.7074,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-01",100.9958,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-02",101.3045,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-03",101.5225,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-04",101.6202,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-05",101.5474,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-06",101.2526,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-07",100.8716,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-08",100.5705,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-09",100.4737,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-10",100.5128,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-11",100.6076,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1979-12",100.7112,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-01",100.7992,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-02",100.853,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-03",100.858,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-04",100.8368,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-05",100.8124,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-06",100.7978,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-07",100.7895,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-08",100.7781,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-09",100.7544,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-10",100.717,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-11",100.6552,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1980-12",100.5452,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-01",100.3709,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-02",100.0902,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-03",99.66602,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-04",99.20296,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-05",98.84047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-06",98.68439,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-07",98.63815,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-08",98.58317,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-09",98.44961,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-10",98.29569,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-11",98.22451,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1981-12",98.32112,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-01",98.50695,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-02",98.67831,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-03",98.75574,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-04",98.74772,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-05",98.65946,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-06",98.48706,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-07",98.29195,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-08",98.14758,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-09",98.10895,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-10",98.13119,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-11",98.1673,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1982-12",98.20483,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-01",98.28889,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-02",98.50867,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-03",98.93777,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-04",99.43851,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-05",99.82463,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-06",99.95229,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-07",99.92564,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-08",99.87567,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-09",99.89325,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-10",99.98553,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-11",100.1533,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1983-12",100.3935,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-01",100.6267,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-02",100.7452,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-03",100.6683,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-04",100.5131,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-05",100.4337,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-06",100.5396,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-07",100.7378,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-08",100.9007,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-09",100.9416,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-10",100.9257,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-11",100.9493,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1984-12",101.0761,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-01",101.2338,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-02",101.3104,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-03",101.2192,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-04",101.0447,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.9038,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-06",100.8884,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.9762,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-08",101.1497,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-09",101.4135,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-10",101.7246,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-11",102.0437,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1985-12",102.3389,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-01",102.582,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-02",102.7161,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-03",102.6761,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-04",102.5182,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-05",102.2908,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-06",102.0241,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.7878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.6788,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-09",101.7772,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-10",101.9758,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-11",102.1422,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1986-12",102.1815,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-01",102.1314,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-02",102.0402,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-03",101.9361,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-04",101.8356,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-05",101.7493,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-06",101.6824,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-07",101.6224,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-08",101.5532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-09",101.4637,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-10",101.3645,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-11",101.2701,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1987-12",101.19,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-01",101.116,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-02",101.0409,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.9707,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.9388,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-05",101.0087,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.2383,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.543,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.8233,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-09",102.0168,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-10",102.1761,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-11",102.3768,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1988-12",102.6612,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-01",102.9399,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-02",103.0607,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-03",102.883,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-04",102.5103,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-05",102.0535,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-06",101.5893,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-07",101.203,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-08",101.0118,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-09",101.1105,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-10",101.322,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-11",101.4178,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1989-12",101.2266,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.8569,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.4499,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.1091,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-04",99.86855,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-05",99.76532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-06",99.81252,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-07",99.8345,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-08",99.57352,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-09",98.82165,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-10",97.83562,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-11",96.95324,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1990-12",96.44408,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-01",96.25639,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-02",96.36105,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-03",96.77401,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-04",97.28643,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-05",97.65621,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-06",97.70018,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-07",97.52888,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-08",97.26324,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-09",96.96661,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-10",96.67106,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-11",96.39452,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1991-12",96.15683,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-01",95.97681,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-02",95.90195,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-03",95.98051,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-04",96.12841,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-05",96.24515,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-06",96.26048,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-07",96.21216,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-08",96.1518,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-09",96.11451,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-10",96.1004,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-11",96.10868,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1992-12",96.14859,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-01",96.22787,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-02",96.37103,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-03",96.59812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-04",96.83976,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-05",97.00619,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-06",97.04178,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-07",97.05482,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-08",97.2084,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-09",97.63387,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-10",98.20381,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-11",98.75726,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1993-12",99.18047,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-01",99.50423,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-02",99.76878,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-03",99.98825,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-04",100.1743,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-05",100.3163,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-06",100.3946,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-07",100.4379,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-08",100.4672,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-09",100.4732,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-10",100.4088,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-11",100.1816,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1994-12",99.71632,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-01",99.18092,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-02",98.80545,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-03",98.77155,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-04",98.94189,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-05",99.15206,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-06",99.29827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-07",99.38511,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-08",99.43203,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-09",99.43909,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-10",99.39268,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-11",99.24354,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1995-12",98.93812,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-01",98.55287,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-02",98.17577,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-03",97.86775,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-04",97.61602,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-05",97.4114,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-06",97.26949,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-07",97.20466,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-08",97.27126,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-09",97.52785,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-10",97.86987,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-11",98.17225,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1996-12",98.34657,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-01",98.4379,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-02",98.50941,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-03",98.61012,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-04",98.76226,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-05",98.9986,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-06",99.34823,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-07",99.73814,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-08",100.0731,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-09",100.2754,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-10",100.3792,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-11",100.4161,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1997-12",100.4002,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-01",100.3784,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-02",100.4076,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-03",100.5367,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-04",100.7382,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-05",100.9869,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-06",101.2671,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-07",101.532,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-08",101.7132,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-09",101.7457,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-10",101.6771,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-11",101.5474,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1998-12",101.3717,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-01",101.1827,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-02",101.0141,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-03",100.8968,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-04",100.835,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-05",100.8528,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-06",100.9845,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-07",101.1858,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-08",101.4187,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-09",101.6669,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-10",101.9198,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-11",102.1686,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","1999-12",102.3988,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-01",102.5863,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-02",102.6815,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-03",102.6371,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-04",102.5281,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-05",102.4417,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-06",102.4332,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-07",102.4582,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-08",102.4485,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-09",102.354,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-10",102.2198,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-11",102.1087,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2000-12",102.0635,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-01",102.0466,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-02",102.0018,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-03",101.8884,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-04",101.7421,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-05",101.6027,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-06",101.473,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-07",101.2726,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-08",100.8649,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-09",100.1569,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-10",99.40458,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-11",98.98025,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2001-12",99.18383,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2002-01",99.72627,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2002-02",100.2471,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2002-03",100.4932,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2002-04",100.5191,
"CHE","CCI","AMPLITUD","LTRENDIDX","M","2002-05",100.3985,
