Date,Value,YOY (%)
2023-09-01,7.30,3.99
2023-08-01,7.25,6.62
2023-07-01,7.19,6.68
2023-06-01,7.16,6.87
2023-05-01,6.99,4.33
2023-04-01,6.89,7.15
2023-03-01,6.89,8.68
2023-02-01,6.84,7.89
2023-01-01,6.79,6.76
2022-12-01,6.97,9.42
2022-11-01,7.18,12.36
2022-10-01,7.19,11.99
2022-09-01,7.02,8.67
2022-08-01,6.80,4.94
2022-07-01,6.74,4.01
2022-06-01,6.70,4.20
2022-05-01,6.70,4.20
2022-04-01,6.43,-1.38
2022-03-01,6.34,-2.61
2022-02-01,6.34,-1.86
2022-01-01,6.36,-1.70
2021-12-01,6.37,-2.60
2021-11-01,6.39,-3.18
2021-10-01,6.42,-4.61
2021-09-01,6.46,-5.14
2021-08-01,6.48,-6.49
2021-07-01,6.48,-7.43
2021-06-01,6.43,-9.18
2021-05-01,6.43,-9.44
2021-04-01,6.52,-7.78
2021-03-01,6.51,-7.26
2021-02-01,6.46,-7.71
2021-01-01,6.47,-6.50
2020-12-01,6.54,-6.70
2020-11-01,6.60,-5.98
2020-10-01,6.73,-5.21
2020-09-01,6.81,-4.22
2020-08-01,6.93,-1.84
2020-07-01,7.00,1.74
2020-06-01,7.08,2.61
2020-05-01,7.10,3.65
2020-04-01,7.07,5.21
2020-03-01,7.02,4.62
2020-02-01,7.00,3.86
2020-01-01,6.92,1.91
2019-12-01,7.01,1.89
2019-11-01,7.02,1.15
2019-10-01,7.10,2.60
2019-09-01,7.11,3.64
2019-08-01,7.06,3.07
2019-07-01,6.88,2.38
2019-06-01,6.90,6.65
2019-05-01,6.85,7.54
2019-04-01,6.72,6.67
2019-03-01,6.71,6.17
2019-02-01,6.74,6.65
2019-01-01,6.79,5.76
2018-12-01,6.88,4.40
2018-11-01,6.94,4.83
2018-10-01,6.92,4.37
2018-09-01,6.86,4.41
2018-08-01,6.85,2.70
2018-07-01,6.72,-0.74
2018-06-01,6.47,-4.99
2018-05-01,6.37,-7.41
2018-04-01,6.30,-8.56
2018-03-01,6.32,-8.27
2018-02-01,6.32,-8.01
2018-01-01,6.42,-6.82
2017-12-01,6.59,-4.77
2017-11-01,6.62,-3.22
2017-10-01,6.63,-1.49
2017-09-01,6.57,-1.50
2017-08-01,6.67,0.30
2017-07-01,6.77,1.35
2017-06-01,6.81,3.34
