Date,Value,YOY (%)
2023-09-01,147.85,3.19
2023-08-01,144.78,7.02
2023-07-01,140.94,3.09
2023-06-01,141.36,5.52
2023-05-01,137.05,6.36
2023-04-01,133.47,5.62
2023-03-01,133.66,12.72
2023-02-01,133.05,15.41
2023-01-01,130.45,13.60
2022-12-01,134.91,18.52
2022-11-01,142.45,24.99
2022-10-01,147.05,29.99
2022-09-01,143.28,30.07
2022-08-01,135.28,23.15
2022-07-01,136.71,24.05
2022-06-01,133.96,21.66
2022-05-01,128.85,18.09
2022-04-01,126.37,15.89
2022-03-01,118.58,9.09
2022-02-01,115.28,9.39
2022-01-01,114.83,10.64
2021-12-01,113.83,9.66
2021-11-01,113.97,9.16
2021-10-01,113.12,7.52
2021-09-01,110.16,4.33
2021-08-01,109.85,3.62
2021-07-01,110.21,3.31
2021-06-01,110.11,2.35
2021-05-01,109.11,1.78
2021-04-01,109.04,1.21
2021-03-01,108.70,0.96
2021-02-01,105.38,-4.23
2021-01-01,103.79,-5.02
2020-12-01,103.80,-4.86
2020-11-01,104.41,-4.09
2020-10-01,105.21,-2.71
2020-09-01,105.59,-1.81
2020-08-01,106.01,-0.17
2020-07-01,106.68,-1.49
2020-06-01,107.58,-0.45
2020-05-01,107.20,-2.52
2020-04-01,107.74,-3.49
2020-03-01,107.67,-3.12
2020-02-01,110.03,-0.37
2020-01-01,109.27,0.28
2019-12-01,109.10,-2.76
2019-11-01,108.86,-3.95
2019-10-01,108.14,-4.06
2019-09-01,107.54,-4.07
2019-08-01,106.19,-4.33
2019-07-01,108.29,-2.90
2019-06-01,108.07,-1.81
2019-05-01,109.97,0.26
2019-04-01,111.64,3.70
2019-03-01,111.14,4.80
2019-02-01,110.44,2.29
2019-01-01,108.96,-1.72
2018-12-01,112.20,-0.66
2018-11-01,113.34,0.46
2018-10-01,112.72,-0.17
2018-09-01,112.10,1.19
2018-08-01,111.00,1.07
2018-07-01,111.52,-0.80
2018-06-01,110.06,-0.77
2018-05-01,109.69,-2.27
2018-04-01,107.66,-2.21
2018-03-01,106.05,-6.08
2018-02-01,107.97,-4.38
2018-01-01,110.87,-3.48
2017-12-01,112.94,-2.64
2017-11-01,112.82,4.04
2017-10-01,112.91,8.66
2017-09-01,110.78,8.84
2017-08-01,109.83,8.48
2017-07-01,112.42,7.90
2017-06-01,110.91,5.28
2017-05-01,112.24,3.11
2017-04-01,110.09,0.49
2017-03-01,112.92,-0.01
2017-02-01,112.91,-1.49
2017-01-01,114.87,-2.84
2016-12-01,116.00,-4.64
2016-11-01,108.44,-11.58
2016-10-01,103.91,-13.44
2016-09-01,101.78,-15.29
2016-08-01,101.24,-17.69
2016-07-01,104.19,-15.51
2016-06-01,105.35,-14.85
2016-05-01,108.85,-9.89
2016-04-01,109.55,-8.33
2016-03-01,112.93,-6.20
2016-02-01,114.62,-3.49
2016-01-01,118.23,-0.02
2015-12-01,121.64,1.94
2015-11-01,122.64,5.45
2015-10-01,120.05,11.13
2015-09-01,120.15,11.84
2015-08-01,123.00,19.49
2015-07-01,123.31,21.20
2015-06-01,123.72,21.22
2015-05-01,120.80,18.70
2015-04-01,119.51,16.64
2015-03-01,120.39,17.64
2015-02-01,118.76,16.28
2015-01-01,118.25,13.96
2014-12-01,119.32,15.33
2014-11-01,116.30,16.22
2014-10-01,108.03,10.49
2014-09-01,107.43,8.29
2014-08-01,102.94,5.24
2014-07-01,101.74,2.08
2014-06-01,102.06,4.96
2014-05-01,101.77,0.84
2014-04-01,102.46,4.81
2014-03-01,102.34,7.99
2014-02-01,102.13,9.82
2014-01-01,103.76,16.51
2013-12-01,103.46,23.48
2013-11-01,100.07,23.50
2013-10-01,97.77,23.74
2013-09-01,99.21,26.96
2013-08-01,97.81,24.30
2013-07-01,99.67,26.28
2013-06-01,97.24,22.59
2013-05-01,100.92,26.67
2013-04-01,97.76,20.32
2013-03-01,94.77,14.91
2013-02-01,93.00,18.52
2013-01-01,89.06,15.72
2012-12-01,83.79,7.70
2012-11-01,81.03,4.47
2012-10-01,79.01,3.09
2012-09-01,78.14,1.74
2012-08-01,78.69,2.23
2012-07-01,78.93,-0.39
2012-06-01,79.32,-1.38
2012-05-01,79.67,-1.80
2012-04-01,81.25,-2.32
2012-03-01,82.47,1.00
2012-02-01,78.47,-4.93
2012-01-01,76.96,-6.86
2011-12-01,77.80,-6.65
