Date,Value,YOY (%)
2023-08-01,0.10,-95.98
2023-07-01,-0.29,-110.78
2023-05-01,0.19,-90.91
2023-04-01,0.10,-95.41
2023-03-01,0.68,-54.36
2023-02-01,0.98,-1.01
2023-01-01,2.06,108.08
2022-12-01,1.78,23.61
2022-11-01,1.57,-36.69
2022-10-01,2.17,51.75
2022-09-01,2.78,504.35
2022-08-01,2.49,289.06
2022-07-01,2.69,40.84
2022-06-01,2.50,101.61
2022-05-01,2.09,27.44
2022-04-01,2.18,136.96
2022-03-01,1.49,365.62
2022-02-01,0.99,335.71
2022-01-01,0.99,550.00
2021-12-01,1.44,433.33
2021-11-01,2.48,651.11
2021-10-01,1.43,164.81
2021-09-01,0.46,-73.41
2021-08-01,0.64,-73.22
2021-07-01,1.91,8.52
2021-06-01,1.24,-50.60
2021-05-01,1.64,-31.95
2021-04-01,0.92,-71.69
2021-03-01,0.32,-92.51
2021-02-01,-0.42,-108.11
2021-01-01,-0.22,-104.06
2020-12-01,0.27,-93.88
2020-11-01,-0.45,-109.98
2020-10-01,0.54,-85.60
2020-09-01,1.73,-42.33
2020-08-01,2.39,-15.55
2020-07-01,1.76,-36.23
2020-06-01,2.51,-5.99
2020-05-01,2.41,-12.68
2020-04-01,3.25,26.46
2020-03-01,4.27,87.28
2020-02-01,5.18,245.33
2020-01-01,5.42,216.96
2019-12-01,4.41,130.89
2019-11-01,4.51,113.74
2019-10-01,3.75,50.00
2019-09-01,3.00,25.00
2019-08-01,2.83,21.98
2019-07-01,2.76,28.97
2019-06-01,2.67,52.57
2019-05-01,2.76,78.06
2019-04-01,2.57,39.67
2019-03-01,2.28,12.32
2019-02-01,1.50,-48.28
2019-01-01,1.71,17.93
2018-12-01,1.91,3.24
2018-11-01,2.11,19.89
2018-10-01,2.50,34.41
2018-09-01,2.40,44.58
2018-08-01,2.32,31.07
2018-07-01,2.14,55.07
2018-06-01,1.75,4.17
2018-05-01,1.55,-7.19
2018-04-01,1.84,55.93
2018-03-01,2.03,107.14
2018-02-01,2.90,271.79
2018-01-01,1.45,-43.58
2017-12-01,1.85,-7.04
2017-11-01,1.76,-23.48
